COUNTRY_NAME;COUNTRY_CODE;YEAR;FIELD_REFERENCE;MONTHLY_VALUE
Czech Republic;CZE;2017;Economic activity (Aggregate): Total;1330,79
Czech Republic;CZE;2018;Economic activity (ISIC-Rev.4): Total;1550,12
Czech Republic;CZE;2018;Economic activity (Aggregate): Total;1550,12
Denmark;DNK;2014;Economic activity (ISIC-Rev.4): Total;5570,46
Denmark;DNK;2014;Economic activity (Aggregate): Total;5570,46
Djibouti;DJI;2017;Economic activity (Aggregate): Total;3446,75
Dominican Republic;DOM;2015;Economic activity (ISIC-Rev.4): Total;278,81
Dominican Republic;DOM;2015;Economic activity (Aggregate): Total;278,81
Dominican Republic;DOM;2016;Economic activity (ISIC-Rev.4): Total;304,99
Dominican Republic;DOM;2016;Economic activity (Aggregate): Total;304,99
Dominican Republic;DOM;2017;Economic activity (ISIC-Rev.4): Total;295,91
Dominican Republic;DOM;2017;Economic activity (Aggregate): Total;295,91
Dominican Republic;DOM;2018;Economic activity (ISIC-Rev.4): Total;338,17
Dominican Republic;DOM;2018;Economic activity (Aggregate): Total;338,17
Dominican Republic;DOM;2019;Economic activity (ISIC-Rev.4): Total;317,05
Dominican Republic;DOM;2019;Economic activity (Aggregate): Total;317,05
Dominican Republic;DOM;2010;Economic activity (ISIC-Rev.3.1): Total;309,91
Dominican Republic;DOM;2010;Economic activity (Aggregate): Total;309,91
Dominican Republic;DOM;2011;Economic activity (ISIC-Rev.3.1): Total;320,96
Dominican Republic;DOM;2011;Economic activity (Aggregate): Total;320,96
Dominican Republic;DOM;2012;Economic activity (ISIC-Rev.3.1): Total;337,89
Dominican Republic;DOM;2012;Economic activity (Aggregate): Total;337,89
Dominican Republic;DOM;2013;Economic activity (ISIC-Rev.3.1): Total;319,94
Dominican Republic;DOM;2013;Economic activity (Aggregate): Total;319,94
Dominican Republic;DOM;2014;Economic activity (ISIC-Rev.3.1): Total;319,41
Dominican Republic;DOM;2014;Economic activity (Aggregate): Total;319,41
Ecuador;ECU;2010;Economic activity (ISIC-Rev.3.1): Total;356,37
Ecuador;ECU;2010;Economic activity (Aggregate): Total;356,37
Ecuador;ECU;2011;Economic activity (ISIC-Rev.3.1): Total;388,2
Ecuador;ECU;2011;Economic activity (Aggregate): Total;388,2
Ecuador;ECU;2012;Economic activity (ISIC-Rev.3.1): Total;408,91
Ecuador;ECU;2012;Economic activity (Aggregate): Total;408,91
Ecuador;ECU;2013;Economic activity (ISIC-Rev.4): Total;452,7
Ecuador;ECU;2013;Economic activity (Aggregate): Total;452,7
Ecuador;ECU;2014;Economic activity (ISIC-Rev.4): Total;485,67
Ecuador;ECU;2014;Economic activity (Aggregate): Total;485,67
Ecuador;ECU;2015;Economic activity (ISIC-Rev.4): Total;499,83
Ecuador;ECU;2015;Economic activity (Aggregate): Total;499,83
Ecuador;ECU;2016;Economic activity (ISIC-Rev.4): Total;498,2
Ecuador;ECU;2016;Economic activity (Aggregate): Total;498,2
Ecuador;ECU;2017;Economic activity (ISIC-Rev.4): Total;500,2
Ecuador;ECU;2017;Economic activity (Aggregate): Total;500,2
Ecuador;ECU;2018;Economic activity (ISIC-Rev.4): Total;515,3
Ecuador;ECU;2018;Economic activity (Aggregate): Total;515,3
Ecuador;ECU;2019;Economic activity (ISIC-Rev.4): Total;512,32
Ecuador;ECU;2019;Economic activity (Aggregate): Total;512,32
Ecuador;ECU;2020;Economic activity (ISIC-Rev.4): Total;471,57
Ecuador;ECU;2020;Economic activity (Aggregate): Total;471,57
Egypt;EGY;2010;Economic activity (ISIC-Rev.4): Total;142,92
Egypt;EGY;2010;Economic activity (Aggregate): Total;142,92
Egypt;EGY;2015;Economic activity (ISIC-Rev.4): Total;237,74
Egypt;EGY;2015;Economic activity (Aggregate): Total;237,74
Egypt;EGY;2016;Economic activity (ISIC-Rev.4): Total;406,85
Egypt;EGY;2016;Economic activity (Aggregate): Total;406,85
Egypt;EGY;2017;Economic activity (ISIC-Rev.4): Total;255,67
Egypt;EGY;2017;Economic activity (Aggregate): Total;255,67
Egypt;EGY;2018;Economic activity (ISIC-Rev.4): Total;269,05
Egypt;EGY;2018;Economic activity (Aggregate): Total;269,05
Egypt;EGY;2019;Economic activity (ISIC-Rev.4): Total;331,26
Egypt;EGY;2019;Economic activity (Aggregate): Total;331,26
Egypt;EGY;2011;Economic activity (ISIC-Rev.4): Total;360,03
Egypt;EGY;2011;Economic activity (Aggregate): Total;360,03
Egypt;EGY;2012;Economic activity (ISIC-Rev.4): Total;423,38
Egypt;EGY;2012;Economic activity (Aggregate): Total;423,38
Egypt;EGY;2013;Economic activity (ISIC-Rev.4): Total;443,06
Egypt;EGY;2013;Economic activity (Aggregate): Total;443,06
El Salvador;SLV;2010;Economic activity (ISIC-Rev.4): Total;272,75
El Salvador;SLV;2010;Economic activity (Aggregate): Total;272,75
El Salvador;SLV;2011;Economic activity (ISIC-Rev.4): Total;273,89
El Salvador;SLV;2011;Economic activity (Aggregate): Total;273,89
El Salvador;SLV;2012;Economic activity (ISIC-Rev.4): Total;283,65
El Salvador;SLV;2012;Economic activity (Aggregate): Total;283,65
El Salvador;SLV;2013;Economic activity (ISIC-Rev.4): Total;304,66
El Salvador;SLV;2013;Economic activity (Aggregate): Total;304,66
El Salvador;SLV;2014;Economic activity (ISIC-Rev.4): Total;302,86
El Salvador;SLV;2014;Economic activity (Aggregate): Total;302,86
El Salvador;SLV;2015;Economic activity (ISIC-Rev.4): Total;306,83
El Salvador;SLV;2015;Economic activity (Aggregate): Total;306,83
El Salvador;SLV;2016;Economic activity (ISIC-Rev.4): Total;296,92
El Salvador;SLV;2016;Economic activity (Aggregate): Total;296,92
El Salvador;SLV;2017;Economic activity (ISIC-Rev.4): Total;318,55
El Salvador;SLV;2017;Economic activity (Aggregate): Total;318,55
El Salvador;SLV;2018;Economic activity (ISIC-Rev.4): Total;332,11
El Salvador;SLV;2018;Economic activity (Aggregate): Total;332,11
El Salvador;SLV;2019;Economic activity (ISIC-Rev.4): Total;347,29
El Salvador;SLV;2019;Economic activity (Aggregate): Total;347,29
Estonia;EST;2010;Economic activity (ISIC-Rev.4): Total;1085,76
Estonia;EST;2010;Economic activity (Aggregate): Total;1085,76
Estonia;EST;2014;Economic activity (ISIC-Rev.4): Total;1416,18
Estonia;EST;2014;Economic activity (Aggregate): Total;1416,18
Estonia;EST;2011;Economic activity (ISIC-Rev.4): Total;1167,85
Estonia;EST;2011;Economic activity (Aggregate): Total;1167,85
Estonia;EST;2012;Economic activity (ISIC-Rev.4): Total;1139,61
Estonia;EST;2012;Economic activity (Aggregate): Total;1139,61
Estonia;EST;2013;Economic activity (ISIC-Rev.4): Total;1260,38
Estonia;EST;2013;Economic activity (Aggregate): Total;1260,38
Estonia;EST;2015;Economic activity (ISIC-Rev.4): Total;1181,63
Estonia;EST;2015;Economic activity (Aggregate): Total;1181,63
Estonia;EST;2016;Economic activity (ISIC-Rev.4): Total;1268,51
Estonia;EST;2016;Economic activity (Aggregate): Total;1268,51
Estonia;EST;2017;Economic activity (ISIC-Rev.4): Total;1379,34
Estonia;EST;2017;Economic activity (Aggregate): Total;1379,34
Estonia;EST;2018;Economic activity (ISIC-Rev.4): Total;1547,05
Estonia;EST;2018;Economic activity (Aggregate): Total;1547,05
Estonia;EST;2019;Economic activity (ISIC-Rev.4): Total;1575,1
Estonia;EST;2019;Economic activity (Aggregate): Total;1575,1
Eswatini;SWZ;2016;Economic activity (ISIC-Rev.4): Total;310,91
Eswatini;SWZ;2016;Economic activity (Aggregate): Total;310,91
Ethiopia;ETH;2013;Economic activity (ISIC-Rev.4): Total;72,44
Ethiopia;ETH;2013;Economic activity (Aggregate): Total;72,44
Fiji;FJI;2011;Economic activity (ISIC-Rev.3.1): Total;514,93
Fiji;FJI;2011;Economic activity (Aggregate): Total;514,93
Fiji;FJI;2016;Economic activity (ISIC-Rev.4): Total;533,61
Fiji;FJI;2016;Economic activity (Aggregate): Total;533,61
Finland;FIN;2010;Economic activity (ISIC-Rev.4): Total;4035,48
Finland;FIN;2010;Economic activity (Aggregate): Total;4035,48
Finland;FIN;2011;Economic activity (ISIC-Rev.4): Total;4038,06
Finland;FIN;2011;Economic activity (Aggregate): Total;4038,06
Finland;FIN;2013;Economic activity (ISIC-Rev.4): Total;4073,34
Finland;FIN;2013;Economic activity (Aggregate): Total;4073,34
Finland;FIN;2014;Economic activity (ISIC-Rev.4): Total;4074,51
Finland;FIN;2014;Economic activity (Aggregate): Total;4074,51
Finland;FIN;2015;Economic activity (ISIC-Rev.4): Total;3368,48
Finland;FIN;2015;Economic activity (Aggregate): Total;3368,48
Finland;FIN;2017;Economic activity (ISIC-Rev.4): Total;3451,18
Finland;FIN;2017;Economic activity (Aggregate): Total;3451,18
Finland;FIN;2018;Economic activity (ISIC-Rev.4): Total;3646,79
Finland;FIN;2018;Economic activity (Aggregate): Total;3646,79
Finland;FIN;2019;Economic activity (ISIC-Rev.4): Total;3518,51
Finland;FIN;2019;Economic activity (Aggregate): Total;3518,51
Finland;FIN;2012;Economic activity (Aggregate): Total;4103,62
France;FRA;2010;Economic activity (ISIC-Rev.4): Total;3403,11
France;FRA;2010;Economic activity (Aggregate): Total;3403,11
France;FRA;2014;Economic activity (ISIC-Rev.4): Total;3686,59
France;FRA;2014;Economic activity (Aggregate): Total;3686,59
France;FRA;2011;Economic activity (ISIC-Rev.4): Total;3879,38
France;FRA;2011;Economic activity (Aggregate): Total;3879,38
France;FRA;2012;Economic activity (ISIC-Rev.4): Total;3698,91
France;FRA;2012;Economic activity (Aggregate): Total;3698,91
France;FRA;2013;Economic activity (ISIC-Rev.4): Total;3858,18
France;FRA;2013;Economic activity (Aggregate): Total;3858,18
France;FRA;2015;Economic activity (ISIC-Rev.4): Total;3286,07
France;FRA;2015;Economic activity (Aggregate): Total;3286,07
France;FRA;2016;Economic activity (ISIC-Rev.4): Total;3285,29
France;FRA;2016;Economic activity (Aggregate): Total;3285,29
France;FRA;2017;Economic activity (ISIC-Rev.4): Total;3483,94
France;FRA;2017;Economic activity (Aggregate): Total;3483,94
France;FRA;2018;Economic activity (ISIC-Rev.4): Total;3704,65
France;FRA;2018;Economic activity (Aggregate): Total;3704,65
France;FRA;2019;Economic activity (ISIC-Rev.4): Total;3563,29
France;FRA;2019;Economic activity (Aggregate): Total;3563,29
Gambia;GMB;2012;Economic activity (ISIC-Rev.4): Total;161,94
Gambia;GMB;2012;Economic activity (Aggregate): Total;161,94
Gambia;GMB;2018;Economic activity (ISIC-Rev.4): Total;82,83
Gambia;GMB;2018;Economic activity (Aggregate): Total;82,83
Georgia;GEO;2010;Economic activity (ISIC-Rev.3.1): Total;335,29
Georgia;GEO;2010;Economic activity (Aggregate): Total;335,29
Georgia;GEO;2011;Economic activity (ISIC-Rev.3.1): Total;377,09
Georgia;GEO;2011;Economic activity (Aggregate): Total;377,09
Georgia;GEO;2012;Economic activity (ISIC-Rev.3.1): Total;431,49
Georgia;GEO;2012;Economic activity (Aggregate): Total;431,49
Georgia;GEO;2013;Economic activity (ISIC-Rev.3.1): Total;464,78
Georgia;GEO;2013;Economic activity (Aggregate): Total;464,78
Georgia;GEO;2014;Economic activity (ISIC-Rev.4): Total;463,29
Georgia;GEO;2014;Economic activity (Aggregate): Total;463,29
Georgia;GEO;2015;Economic activity (ISIC-Rev.4): Total;396,77
Georgia;GEO;2015;Economic activity (Aggregate): Total;396,77
Georgia;GEO;2016;Economic activity (ISIC-Rev.4): Total;397,18
Georgia;GEO;2016;Economic activity (Aggregate): Total;397,18
Georgia;GEO;2017;Economic activity (ISIC-Rev.4): Total;398,13
Georgia;GEO;2017;Economic activity (Aggregate): Total;398,13
Georgia;GEO;2018;Economic activity (ISIC-Rev.4): Total;421,56
Georgia;GEO;2018;Economic activity (Aggregate): Total;421,56
Georgia;GEO;2019;Economic activity (ISIC-Rev.4): Total;400,8
Georgia;GEO;2019;Economic activity (Aggregate): Total;400,8
Germany;DEU;2011;Economic activity (ISIC-Rev.4): Total;5095,95
Germany;DEU;2011;Economic activity (Aggregate): Total;5095,95
Germany;DEU;2012;Economic activity (ISIC-Rev.4): Total;4816,67
Germany;DEU;2012;Economic activity (Aggregate): Total;4816,67
Germany;DEU;2013;Economic activity (ISIC-Rev.4): Total;5038,88
Germany;DEU;2013;Economic activity (Aggregate): Total;5038,88
Germany;DEU;2015;Economic activity (ISIC-Rev.4): Total;4414,75
Germany;DEU;2015;Economic activity (Aggregate): Total;4414,75
Germany;DEU;2016;Economic activity (ISIC-Rev.4): Total;4513,95
Germany;DEU;2016;Economic activity (Aggregate): Total;4513,95
Germany;DEU;2017;Economic activity (ISIC-Rev.4): Total;4687,05
Germany;DEU;2017;Economic activity (Aggregate): Total;4687,05
Germany;DEU;2018;Economic activity (ISIC-Rev.4): Total;5052,12
Germany;DEU;2018;Economic activity (Aggregate): Total;5052,12
Germany;DEU;2019;Economic activity (ISIC-Rev.4): Total;4925,69
Germany;DEU;2019;Economic activity (Aggregate): Total;4925,69
Germany;DEU;2010;Economic activity (ISIC-Rev.4): Total;3820,72
Germany;DEU;2010;Economic activity (Aggregate): Total;3820,72
Germany;DEU;2014;Economic activity (ISIC-Rev.4): Total;4045,28
Germany;DEU;2014;Economic activity (Aggregate): Total;4045,28
Ghana;GHA;2015;Economic activity (ISIC-Rev.4): Total;241,02
Ghana;GHA;2015;Economic activity (Aggregate): Total;241,02
Ghana;GHA;2013;Economic activity (ISIC-Rev.4): Total;320,82
Ghana;GHA;2013;Economic activity (Aggregate): Total;320,82
Ghana;GHA;2017;Economic activity (ISIC-Rev.4): Total;158,29
Ghana;GHA;2017;Economic activity (Aggregate): Total;158,29
Gibraltar;GIB;2012;Economic activity (ISIC-Rev.3.1): Total;1897,33
Gibraltar;GIB;2012;Economic activity (Aggregate): Total;1897,33
Gibraltar;GIB;2013;Economic activity (ISIC-Rev.3.1): Total;1939,31
Gibraltar;GIB;2013;Economic activity (Aggregate): Total;1939,31
Gibraltar;GIB;2014;Economic activity (ISIC-Rev.3.1): Total;2033,73
Gibraltar;GIB;2014;Economic activity (Aggregate): Total;2033,73
Gibraltar;GIB;2015;Economic activity (ISIC-Rev.3.1): Total;1951,18
Gibraltar;GIB;2015;Economic activity (Aggregate): Total;1951,18
Gibraltar;GIB;2016;Economic activity (ISIC-Rev.3.1): Total;1702,1
Gibraltar;GIB;2016;Economic activity (Aggregate): Total;1702,1
Gibraltar;GIB;2017;Economic activity (ISIC-Rev.3.1): Total;1670,81
Gibraltar;GIB;2017;Economic activity (Aggregate): Total;1670,81
Greece;GRC;2011;Economic activity (ISIC-Rev.4): Total;1463,01
Greece;GRC;2011;Economic activity (Aggregate): Total;1463,01
Greece;GRC;2012;Economic activity (ISIC-Rev.4): Total;1225,87
Greece;GRC;2012;Economic activity (Aggregate): Total;1225,87
Greece;GRC;2013;Economic activity (ISIC-Rev.4): Total;1199,59
Greece;GRC;2013;Economic activity (Aggregate): Total;1199,59
Greece;GRC;2015;Economic activity (ISIC-Rev.4): Total;960,74
Greece;GRC;2015;Economic activity (Aggregate): Total;960,74
Greece;GRC;2016;Economic activity (ISIC-Rev.4): Total;968,54
Greece;GRC;2016;Economic activity (Aggregate): Total;968,54
Greece;GRC;2017;Economic activity (ISIC-Rev.4): Total;991,75
Greece;GRC;2017;Economic activity (Aggregate): Total;991,75
Greece;GRC;2018;Economic activity (ISIC-Rev.4): Total;1047,15
Greece;GRC;2018;Economic activity (Aggregate): Total;1047,15
Greece;GRC;2019;Economic activity (ISIC-Rev.4): Total;991,97
Greece;GRC;2019;Economic activity (Aggregate): Total;991,97
Greece;GRC;2010;Economic activity (ISIC-Rev.4): Total;2384,96
Greece;GRC;2010;Economic activity (Aggregate): Total;2384,96
Greece;GRC;2014;Economic activity (ISIC-Rev.4): Total;2075,12
Greece;GRC;2014;Economic activity (Aggregate): Total;2075,12
Guatemala;GTM;2010;Economic activity (ISIC-Rev.4): Total;268,92
Guatemala;GTM;2010;Economic activity (Aggregate): Total;268,92
Guatemala;GTM;2011;Economic activity (ISIC-Rev.4): Total;284,48
Guatemala;GTM;2011;Economic activity (Aggregate): Total;284,48
Guatemala;GTM;2012;Economic activity (ISIC-Rev.4): Total;289,09
Guatemala;GTM;2012;Economic activity (Aggregate): Total;289,09
Guatemala;GTM;2013;Economic activity (ISIC-Rev.4): Total;312,8
Guatemala;GTM;2013;Economic activity (Aggregate): Total;312,8
Guatemala;GTM;2014;Economic activity (ISIC-Rev.4): Total;333,28
Guatemala;GTM;2014;Economic activity (Aggregate): Total;333,28
Guatemala;GTM;2015;Economic activity (ISIC-Rev.4): Total;331,32
Guatemala;GTM;2015;Economic activity (Aggregate): Total;331,32
Guatemala;GTM;2016;Economic activity (ISIC-Rev.4): Total;340,03
Guatemala;GTM;2016;Economic activity (Aggregate): Total;340,03
Guatemala;GTM;2017;Economic activity (ISIC-Rev.4): Total;354,12
Guatemala;GTM;2017;Economic activity (Aggregate): Total;354,12
Guatemala;GTM;2018;Economic activity (ISIC-Rev.4): Total;354,05
Guatemala;GTM;2018;Economic activity (Aggregate): Total;354,05
Guatemala;GTM;2019;Economic activity (ISIC-Rev.4): Total;357,39
Guatemala;GTM;2019;Economic activity (Aggregate): Total;357,39
Guyana;GUY;2018;Economic activity (ISIC-Rev.4): Total;460,04
Guyana;GUY;2018;Economic activity (Aggregate): Total;460,04
Haiti;HTI;2012;Economic activity (ISIC-Rev.4): Total;121,2
Haiti;HTI;2012;Economic activity (Aggregate): Total;121,2
Honduras;HND;2010;Economic activity (ISIC-Rev.3.1): Total;324,57
Honduras;HND;2010;Economic activity (Aggregate): Total;324,57
Honduras;HND;2011;Economic activity (ISIC-Rev.3.1): Total;332,97
Honduras;HND;2011;Economic activity (Aggregate): Total;332,97
Honduras;HND;2012;Economic activity (ISIC-Rev.3.1): Total;341,58
Honduras;HND;2012;Economic activity (Aggregate): Total;341,58
Honduras;HND;2013;Economic activity (ISIC-Rev.3.1): Total;297,01
Honduras;HND;2013;Economic activity (Aggregate): Total;297,01
Honduras;HND;2014;Economic activity (ISIC-Rev.3.1): Total;318,53
Honduras;HND;2014;Economic activity (Aggregate): Total;318,53
Honduras;HND;2015;Economic activity (ISIC-Rev.4): Total;303,5
Honduras;HND;2015;Economic activity (Aggregate): Total;303,5
Honduras;HND;2016;Economic activity (ISIC-Rev.4): Total;307,62
Honduras;HND;2016;Economic activity (Aggregate): Total;307,62
Honduras;HND;2017;Economic activity (ISIC-Rev.4): Total;292,75
Honduras;HND;2017;Economic activity (Aggregate): Total;292,75
Honduras;HND;2018;Economic activity (ISIC-Rev.4): Total;278,22
Honduras;HND;2018;Economic activity (Aggregate): Total;278,22
Honduras;HND;2019;Economic activity (ISIC-Rev.4): Total;299,43
Honduras;HND;2019;Economic activity (Aggregate): Total;299,43
Hong Kong;HKG;2010;Economic activity (ISIC-Rev.4): Total;1415,85
Hong Kong;HKG;2010;Economic activity (Aggregate): Total;1415,85
Hong Kong;HKG;2011;Economic activity (ISIC-Rev.4): Total;1413,16
Hong Kong;HKG;2011;Economic activity (Aggregate): Total;1413,16
Hong Kong;HKG;2012;Economic activity (ISIC-Rev.4): Total;1547,11
Hong Kong;HKG;2013;Economic activity (ISIC-Rev.4): Total;1624,55
Hong Kong;HKG;2013;Economic activity (Aggregate): Total;1624,55
Hong Kong;HKG;2014;Economic activity (ISIC-Rev.4): Total;1676,54
Hong Kong;HKG;2014;Economic activity (Aggregate): Total;1676,54
Hong Kong;HKG;2015;Economic activity (ISIC-Rev.4): Total;1831,84
Hong Kong;HKG;2015;Economic activity (Aggregate): Total;1831,84
Hong Kong;HKG;2016;Economic activity (ISIC-Rev.4): Total;1932,43
Hong Kong;HKG;2016;Economic activity (Aggregate): Total;1932,43
Hungary;HUN;2014;Economic activity (ISIC-Rev.4): Total;1076,89
Hungary;HUN;2014;Economic activity (Aggregate): Total;1076,89
Hungary;HUN;2010;Economic activity (ISIC-Rev.4): Total;1078,85
Hungary;HUN;2010;Economic activity (Aggregate): Total;1078,85
Hungary;HUN;2011;Economic activity (ISIC-Rev.4): Total;1150,49
Hungary;HUN;2011;Economic activity (Aggregate): Total;1150,49
Hungary;HUN;2012;Economic activity (ISIC-Rev.4): Total;1056,17
Hungary;HUN;2012;Economic activity (Aggregate): Total;1056,17
Hungary;HUN;2013;Economic activity (ISIC-Rev.4): Total;1093,21
Hungary;HUN;2013;Economic activity (Aggregate): Total;1093,21
Hungary;HUN;2015;Economic activity (ISIC-Rev.4): Total;931,57
Hungary;HUN;2015;Economic activity (Aggregate): Total;931,57
Hungary;HUN;2016;Economic activity (ISIC-Rev.4): Total;985,86
Hungary;HUN;2016;Economic activity (Aggregate): Total;985,86
Hungary;HUN;2017;Economic activity (ISIC-Rev.4): Total;1186,42
Hungary;HUN;2017;Economic activity (Aggregate): Total;1186,42
Iceland;ISL;2010;Economic activity (ISIC-Rev.4): Total;3550,34
Iceland;ISL;2010;Economic activity (Aggregate): Total;3550,34
Iceland;ISL;2011;Economic activity (ISIC-Rev.4): Total;3992,96
Iceland;ISL;2011;Economic activity (Aggregate): Total;3992,96
Iceland;ISL;2012;Economic activity (ISIC-Rev.4): Total;3925,4
Iceland;ISL;2012;Economic activity (Aggregate): Total;3925,4
Iceland;ISL;2013;Economic activity (ISIC-Rev.4): Total;4346,08
Iceland;ISL;2013;Economic activity (Aggregate): Total;4346,08
Iceland;ISL;2014;Economic activity (ISIC-Rev.4): Total;4881,5
Iceland;ISL;2014;Economic activity (Aggregate): Total;4881,5
Iceland;ISL;2015;Economic activity (ISIC-Rev.4): Total;4692,28
Iceland;ISL;2015;Economic activity (Aggregate): Total;4692,28
Iceland;ISL;2016;Economic activity (ISIC-Rev.4): Total;5537,55
Iceland;ISL;2016;Economic activity (Aggregate): Total;5537,55
Iceland;ISL;2017;Economic activity (ISIC-Rev.4): Total;6664,2
Iceland;ISL;2017;Economic activity (Aggregate): Total;6664,2
Iceland;ISL;2018;Economic activity (ISIC-Rev.4): Total;7008,3
Iceland;ISL;2018;Economic activity (Aggregate): Total;7008,3
Iceland;ISL;2019;Economic activity (ISIC-Rev.4): Total;6190,52
Iceland;ISL;2019;Economic activity (Aggregate): Total;6190,52
Indonesia;IDN;2010;Economic activity (ISIC-Rev.3.1): Total;151,3
Indonesia;IDN;2010;Economic activity (Aggregate): Total;151,3
Indonesia;IDN;2011;Economic activity (Aggregate): Total;151,97
Indonesia;IDN;2012;Economic activity (ISIC-Rev.4): Total;151,12
Indonesia;IDN;2012;Economic activity (Aggregate): Total;151,12
Indonesia;IDN;2013;Economic activity (ISIC-Rev.4): Total;150,72
Indonesia;IDN;2013;Economic activity (Aggregate): Total;150,72
Indonesia;IDN;2014;Economic activity (ISIC-Rev.4): Total;143,63
Indonesia;IDN;2014;Economic activity (Aggregate): Total;143,63
Indonesia;IDN;2015;Economic activity (ISIC-Rev.4): Total;135,78
Indonesia;IDN;2015;Economic activity (Aggregate): Total;135,78
Indonesia;IDN;2016;Economic activity (Aggregate): Total;159,78
Indonesia;IDN;2017;Economic activity (Aggregate): Total;181,88
Indonesia;IDN;2018;Economic activity (Aggregate): Total;173,55
Indonesia;IDN;2019;Economic activity (Aggregate): Total;183,47
Ireland;IRL;2010;Economic activity (ISIC-Rev.4): Total;4044,11
Ireland;IRL;2010;Economic activity (Aggregate): Total;4044,11
Ireland;IRL;2011;Economic activity (ISIC-Rev.4): Total;4197,58
Ireland;IRL;2011;Economic activity (Aggregate): Total;4197,58
Ireland;IRL;2012;Economic activity (ISIC-Rev.4): Total;3908,57
Ireland;IRL;2012;Economic activity (Aggregate): Total;3908,57
Ireland;IRL;2013;Economic activity (ISIC-Rev.4): Total;4030,45
Ireland;IRL;2013;Economic activity (Aggregate): Total;4030,45
Ireland;IRL;2014;Economic activity (ISIC-Rev.4): Total;4043,13
Ireland;IRL;2014;Economic activity (Aggregate): Total;4043,13
Ireland;IRL;2015;Economic activity (ISIC-Rev.4): Total;3420,97
Ireland;IRL;2015;Economic activity (Aggregate): Total;3420,97
Ireland;IRL;2016;Economic activity (ISIC-Rev.4): Total;3459,78
Ireland;IRL;2016;Economic activity (Aggregate): Total;3459,78
Ireland;IRL;2017;Economic activity (ISIC-Rev.4): Total;3600,59
Ireland;IRL;2017;Economic activity (Aggregate): Total;3600,59
Ireland;IRL;2018;Economic activity (ISIC-Rev.4): Total;3887,48
Ireland;IRL;2018;Economic activity (Aggregate): Total;3887,48
Ireland;IRL;2019;Economic activity (ISIC-Rev.4): Total;3818,72
Ireland;IRL;2019;Economic activity (Aggregate): Total;3818,72
Isle of Man;IMN;2014;Economic activity (ISIC-Rev.4): Total;4764,12
Isle of Man;IMN;2014;Economic activity (Aggregate): Total;4764,12
Isle of Man;IMN;2016;Economic activity (ISIC-Rev.4): Total;4005,3
Isle of Man;IMN;2016;Economic activity (Aggregate): Total;4005,3
Israel;ISR;2010;Economic activity (ISIC-Rev.3.1): Total;2166,37
Israel;ISR;2010;Economic activity (Aggregate): Total;2166,37
Israel;ISR;2011;Economic activity (ISIC-Rev.3.1): Total;2326,63
Israel;ISR;2011;Economic activity (Aggregate): Total;2326,63
Israel;ISR;2012;Economic activity (ISIC-Rev.4): Total;2372,71
Israel;ISR;2012;Economic activity (Aggregate): Total;2372,71
Israel;ISR;2013;Economic activity (ISIC-Rev.4): Total;2500,86
Israel;ISR;2013;Economic activity (Aggregate): Total;2500,86
Israel;ISR;2014;Economic activity (ISIC-Rev.4): Total;2604,02
Israel;ISR;2014;Economic activity (Aggregate): Total;2604,02
Israel;ISR;2015;Economic activity (ISIC-Rev.4): Total;2444,92
Israel;ISR;2015;Economic activity (Aggregate): Total;2444,92
Israel;ISR;2016;Economic activity (ISIC-Rev.4): Total;2531,92
Israel;ISR;2016;Economic activity (Aggregate): Total;2531,92
Israel;ISR;2018;Economic activity (ISIC-Rev.4): Total;2947,73
Israel;ISR;2018;Economic activity (Aggregate): Total;2947,73
Italy;ITA;2015;Economic activity (ISIC-Rev.4): Total;2355,57
Italy;ITA;2015;Economic activity (Aggregate): Total;2355,57
Italy;ITA;2016;Economic activity (ISIC-Rev.4): Total;2365,2
Italy;ITA;2016;Economic activity (Aggregate): Total;2365,2
Italy;ITA;2017;Economic activity (ISIC-Rev.4): Total;2418,65
Italy;ITA;2017;Economic activity (Aggregate): Total;2418,65
Italy;ITA;2018;Economic activity (ISIC-Rev.4): Total;2581,57
Italy;ITA;2018;Economic activity (Aggregate): Total;2581,57
Italy;ITA;2019;Economic activity (ISIC-Rev.4): Total;2453,89
Italy;ITA;2019;Economic activity (Aggregate): Total;2453,89
Italy;ITA;2010;Economic activity (ISIC-Rev.4): Total;3030,59
Italy;ITA;2010;Economic activity (Aggregate): Total;3030,59
Italy;ITA;2014;Economic activity (ISIC-Rev.4): Total;3265,45
Italy;ITA;2014;Economic activity (Aggregate): Total;3265,45
Jamaica;JAM;2010;Economic activity (ISIC-Rev.4): Total;804,51
Jamaica;JAM;2010;Economic activity (Aggregate): Total;804,51
Jamaica;JAM;2013;Economic activity (ISIC-Rev.4): Total;865,89
Jamaica;JAM;2013;Economic activity (Aggregate): Total;865,89
Japan;JPN;2010;Economic activity (ISIC-Rev.4): Total;3374,35
Japan;JPN;2010;Economic activity (Aggregate): Total;3374,35
Japan;JPN;2011;Economic activity (ISIC-Rev.4): Total;3718,97
Japan;JPN;2011;Economic activity (Aggregate): Total;3718,97
Japan;JPN;2012;Economic activity (ISIC-Rev.4): Total;3731,02
Japan;JPN;2012;Economic activity (Aggregate): Total;3731,02
Japan;JPN;2013;Economic activity (ISIC-Rev.4): Total;3029,85
Japan;JPN;2013;Economic activity (Aggregate): Total;3029,85
Japan;JPN;2014;Economic activity (ISIC-Rev.4): Total;2827,89
